id,FalseSent,OptionA,OptionB,OptionC
sentence_7832,adults change clothes according to their height every day,many people are very concerned about their height,nobody change clothes every day,the height of an adult basically doesn't change
sentence_7833,you can use a link to write things,link is not a material object and can't be touched,if we click a link we may see things written by others,more and more people write things on the computer
sentence_7834,museum exhibits artifacts for sale,the museum needs funds for daily operations,nobody can buy artifacts in the museum,artifacts in museum are treasure
sentence_7835,the alarm ringing announced that the class was over,"when the class is over, students will go out of the classroom",the alarm ringing announces emergency,"when the class is over, students will run out of the classroom"
sentence_7836,you can use money to buy some health to live longer,people get better treatment can live longer,rich people can buy almost everything,health can't be bought
sentence_7837,studying requires violence,we need proper violence to protect ourselves,violence can't help you learn knowledge,you need to have many good qualities to study well
sentence_7838,we used optical microscopes to see atoms in science class,using microscope need to be taught to students,we can learn knowledge about atoms in science textbooks,atoms are so small that it's impossible to see them by using optical microscopes
sentence_7839,the driver offered his seat to the old lady on the bus,drivers need to sit in their seat to drive the bus,the seat belongs to the person who gets it first,old people should be taken care of by others in public
sentence_7840,I jumped into the fire to cool myself,the fire is too hot to cool anything,we do cool things to show off,when you are on fire you need to find something to cool yourself immediately
sentence_7841,I washed my computers twice a week,computers will be damaged if they are washed,a person can only have one computer,computers will never get dirty
sentence_7842,I used to step on the mountain to get the sugar on the op of the cupboard,mountains are much more higher than cupboards,it's wrong to steal sugar,it's impossible to know where the sugar is if parents hide it
